id,name,workplace_id,user_id,members,regulators,created_at
3328539a-2dfb-4e64-87da-0ba2ccef21ba,Eric's channel,8cc4aff7-70ca-40e7-b386-efda2dc6f4ea,55e6f57e-7944-4823-963e-48cdbc44b823,"[""55e6f57e-7944-4823-963e-48cdbc44b823"",""4ab531c5-9df7-4985-9d76-532545da2818""]",,2024-07-13 12:07:55.682193+00
