id,created_at,name,image_url,invite_code,members,channels,slug,super_admin,regulator
8cc4aff7-70ca-40e7-b386-efda2dc6f4ea,2024-07-13 12:06:44.767557+00,Eric Work Place,https://utfs.io/f/64fe8ea0-8c3d-4548-b723-194681b984a0-9zilwg.jpg,01905fd9-5f3d-4030-b691-86c7a9f5518e,"[""55e6f57e-7944-4823-963e-48cdbc44b823"",""385288a5-2668-4590-a91e-9dc373fd4cb8"",""385288a5-2668-4590-a91e-9dc373fd4cb8"",""4ab531c5-9df7-4985-9d76-532545da2818""]","[""3328539a-2dfb-4e64-87da-0ba2ccef21ba""]",Eric-Work-Place,55e6f57e-7944-4823-963e-48cdbc44b823,
